site_id,physical_site_stable_key,name,country,country_iso_a2,latitude,longitude,geometry_json,geometry_type,geometry_source_entity_kinds_json,geometry_derivations_json,geometry_methods_json,geometry_scope_classes_json,geometry_authority_classes_json,geometry_use_scopes_json,geometry_precision_scopes_json,horizontal_uncertainty_metres,horizontal_uncertainty_unknown_reason,geometry_evidence_ids_json,project_count,project_ids_json,project_stable_keys_json,statuses_json,oldest_status_as_of,newest_status_as_of,verification_posture,independent_imagery_verification,imagery_review_outcomes_json
vcc-site-0bec2abc5fdac2e0fcf6,curated:goodman-hkg09-kwai-chung-data-centre,Goodman HKG09 Kwai Chung Data Centre,Hong Kong,HK,22.367898205,114.136318519,"{""coordinates"":[114.136318519,22.367898205],""type"":""Point""}",Point,"[""campus""]","[""cross_source_overlay""]","[""official_company_exact_address_to_lands_department_location_search_and_official_hk80_wgs84_transform""]","[""official_lands_department_address_building_reference_point""]","[""official_source""]","[""campus_locator""]","[""Official address/building reference point used only to locate the HKG09 campus inherited by the current redevelopment. It is not a parcel, building footprint or centroid, redevelopment extent, construction extent, campus boundary, or survey-accuracy claim.""]",,The Location Search API and transformation API do not publish numeric horizontal accuracy for this selected result; the transformation service warns against precise-point applications.,"[""9f4c707b-692b-5d29-b1df-3db4259967cc""]",1,"[""c04bedc0-51b3-5d4d-996c-1d1e56de96c0""]","[""curated:goodman-hkg09-kwai-chung-data-centre:current-redevelopment""]","[""under_construction""]",2026-07-15,2026-07-15,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-c61c3aef755484b5c52d,curated:green-campus-zrh1-lupfig,Green Campus ZRH1 Lupfig,Switzerland,CH,47.44639395,8.21083305,"{""coordinates"":[[[8.2112599,47.4467658],[8.211336,47.4466705],[8.2115283,47.4464296],[8.2114246,47.4463917],[8.2109626,47.4462267],[8.2104683,47.4460468],[8.2103994,47.4460221],[8.2101378,47.4463562],[8.2112599,47.4467658]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_exactly_addressed_data_center_building_polygon_as_campus_locator""]","[""reviewed_openstreetmap_addressed_green_data_center_building_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for one data-center building at Green's exact first-party Campus ZRH1 address, used only to locate Campus ZRH1. It is not the DC4 footprint or centroid, the Campus ZRH1 boundary, a parcel, a construction extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""a488471c-6dc2-593f-92df-db707862cbfc""]",1,"[""58129708-0b52-5984-afbc-f8f38e085df1""]","[""curated:green-campus-zrh1-lupfig:data-center-4""]","[""under_construction""]",2026-07-20,2026-07-20,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-5973ad6c7ce7afc4f6b6,curated:green-mountain-undheim-campus,Green Mountain Undheim Campus,Norway,NO,58.6593348,5.7940859,"{""coordinates"":[[[5.7909288,58.6612228],[5.7918207,58.6603723],[5.7950844,58.6572601],[5.7954459,58.6573633],[5.7959015,58.6569302],[5.7968601,58.6572038],[5.7971175,58.6574295],[5.7970632,58.6574207],[5.7970517,58.657419],[5.7970181,58.6574152],[5.7969838,58.6574132],[5.7969494,58.6574129],[5.7969151,58.6574145],[5.7968812,58.6574178],[5.7968482,58.6574229],[5.7968163,58.6574296],[5.7967859,58.657438],[5.7967567,58.6574481],[5.79673,58.6574596],[5.7967057,58.6574723],[5.7966838,58.6574863],[5.7966654,58.6575009],[5.7964848,58.6576598],[5.7965906,58.65769],[5.7966141,58.657698],[5.7966279,58.6577035],[5.796641,58.6577093],[5.7966536,58.6577154],[5.7966655,58.6577219],[5.7966768,58.6577287],[5.7966874,58.6577357],[5.7966972,58.6577431],[5.7967063,58.6577507],[5.7967147,58.6577586],[5.7967222,58.6577666],[5.7967289,58.6577749],[5.7967348,58.6577833],[5.7967399,58.6577919],[5.796744,58.6578006],[5.7967473,58.6578095],[5.7967497,58.6578183],[5.7967513,58.6578273],[5.7967519,58.6578362],[5.7967516,58.6578452],[5.7967504,58.6578542],[5.7967484,58.6578631],[5.7967454,58.6578719],[5.7967416,58.6578807],[5.7967369,58.6578893],[5.7967314,58.6578978],[5.796725,58.6579062],[5.7967177,58.6579143],[5.7967097,58.6579223],[5.7964595,58.6581777],[5.7945602,58.6601224],[5.7944791,58.6602036],[5.794419,58.6602616],[5.7943349,58.6603399],[5.7942482,58.6604175],[5.7941588,58.6604943],[5.7940669,58.6605702],[5.7939725,58.6606453],[5.7938755,58.6607195],[5.7937761,58.6607928],[5.7936742,58.6608652],[5.7935699,58.6609366],[5.7935231,58.6609681],[5.7934631,58.6610071],[5.7933541,58.6610766],[5.7932427,58.6611451],[5.793129,58.6612125],[5.7930131,58.6612789],[5.7928949,58.6613443],[5.7927746,58.6614085],[5.7926521,58.6614717],[5.7925275,58.6615337],[5.7925148,58.6615396],[5.7925014,58.6615452],[5.7924875,58.6615505],[5.7924731,58.6615554],[5.7924582,58.6615599],[5.7924429,58.6615641],[5.7924272,58.6615678],[5.7924112,58.6615711],[5.7923949,58.661574],[5.7923784,58.6615765],[5.7923616,58.6615785],[5.7923446,58.6615801],[5.7923275,58.6615813],[5.7923104,58.661582],[5.7922932,58.6615823],[5.7922759,58.6615821],[5.7922587,58.6615814],[5.7922416,58.6615804],[5.7922247,58.6615788],[5.7922079,58.6615769],[5.7921913,58.6615745],[5.7921749,58.6615716],[5.7921589,58.6615684],[5.7921431,58.6615647],[5.7921278,58.6615606],[5.7909288,58.6612228]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""official_parcel_union""]","[""authoritative_kartverket_cadastral_parcel_union""]","[""official_cadastral_project_site_parcel_union_boundary""]","[""official_source""]","[""official_boundary""]","[""Exact deterministic union of three Kartverket official cadastral parcel polygons explicitly listed as the Green Mountain project address in the approved municipal situation plan and area schedule. It is not a survey-accuracy claim, security fence, building outline, current construction extent, or assertion that every square metre is developed.""]",,Kartverket supplies only a coarse green accuracy class and explicitly does not expose boundary-line type or detailed boundary quality.,"[""12f5d89c-ebd5-501c-8f98-62e845710d8c""]",1,"[""0a075c8d-2733-5aba-b19a-4b53e51fd8f8""]","[""curated:green-mountain-undheim-campus:current-two-building-development""]","[""under_construction""]",2026-07-20,2026-07-20,recent_authoritative_physical_observation_plus_official_boundary,false,"[""first_party_contractor_drone_imagery_present_not_independently_verified""]"
vcc-site-c48f4a7325dfc30566cd,curated:kao-data-harlow-campus,KAO Data Harlow Campus,United Kingdom,GB,51.770073603,0.130495857,"{""coordinates"":[0.130495857,51.770073603],""type"":""Point""}",Point,"[""campus""]","[""coordinates_to_point""]","[""government_hosted_report_coordinate_conversion""]","[""government_report_campus_centre_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Campus-centre point derived deterministically from EPSG:27700 easting 547101 and northing 210080 supplied by the government-hosted KLON-03 site report. It is not a parcel, campus boundary, KLON-03 building centroid or footprint, and the report states no horizontal positional accuracy.""]",,official source does not state positional accuracy,"[""b133a4dc-126f-5e44-8841-f770b6fa9ad0""]",1,"[""7206a400-093d-5c92-b1c5-c4243807de29""]","[""curated:kao-data-harlow-campus:klon-03-building""]","[""under_construction""]",2026-05-26,2026-05-26,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_uncertain_with_unadjudicated_later_clear_conflict_no_construction_claim""]"
vcc-site-cc86e5f5e64a0438e8c1,curated:lvrtc-pozitrons-kurzeme-data-center,LVRTC Pozitrons Kurzeme Data Center,Latvia,LV,56.9356302057,22.0132502617,"{""coordinates"":[22.0132502617,56.9356302057],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""authoritative_site_plan""]","[""parcel_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Government cadastral reference point for the reported 113,200 square metre project parcel; 300 metre stated uncertainty.""]",300,,"[""a16dbcad-9b13-557e-9b38-46e3305bcc0e""]",1,"[""e997ad94-2a62-5c44-90f9-fa27edf77dc2""]","[""curated:lvrtc-pozitrons-kurzeme-data-center:phase-1-current-build""]","[""under_construction""]",2026-06-30,2026-06-30,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-bae4ad7e597cccb0da1d,curated:macquarie-ic3-super-west-facility,Macquarie IC3 Super West Facility,Australia,AU,-33.780962349999996,151.12696035,"{""coordinates"":[[[151.1275395,-33.7807993],[151.1273219,-33.780642],[151.1272947,-33.7806679],[151.1272376,-33.7806266],[151.1270005,-33.7804605],[151.1263812,-33.7810572],[151.1269524,-33.7814642],[151.1273005,-33.781129],[151.1271713,-33.7810364],[151.1272722,-33.7809391],[151.1273413,-33.7809887],[151.1275395,-33.7807993]]],""type"":""Polygon""}",Polygon,"[""project""]","[""cross_source_geometry""]","[""openstreetmap_ic3_super_west_full_development_polygon_as_parent_facility_campus_locator""]","[""reviewed_openstreetmap_ic3_super_west_full_development_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped full-development polygon for Intellicentre 3 Super West, used only to locate the parent IC3 Super West facility/campus. It is not specific to the nested Phase 1 fitted-out scope, and it is not an official planning, cadastral, parcel, building, current-construction, or phase boundary.""]",,"OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not cadastral, planning-authority, or survey geometry.","[""7b2675bd-76c0-54b0-82d1-3f5d6cb328b2""]",1,"[""ea4a0cc5-bb09-5a81-b385-38ae79baf22a""]","[""curated:macquarie-ic3-super-west-facility:phase-1-build""]","[""under_construction""]",2026-07-17,2026-07-17,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-75fed87a1b38b8cd7280,curated:maincubes-mainhub-nauen-campus,maincubes mainHub Nauen Campus,Germany,DE,52.5935,12.8929999,"{""coordinates"":[12.8929999,52.5935],""type"":""Point""}",Point,"[""project""]","[""coordinates_to_point""]","[""authoritative_site_plan""]","[""first_party_shared_campus_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""First-party BER02/mainHub Nauen location point derived exactly from the published latitude and longitude; not a parcel, building outline, footprint, or measured centroid.""]",,official source does not state positional accuracy,"[""1e5b63b2-b334-52e0-94a1-f78d02457964""]",1,"[""3941c42e-216d-52fa-b0d8-d7555b441a1a""]","[""curated:maincubes-mainhub-nauen-campus:ber02""]","[""under_construction""]",2026-07-19,2026-07-19,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_reject_with_unadjudicated_later_conflict_no_construction_claim""]"
vcc-site-fcc06643c640f5d8cce2,curated:microsoft-mount-pleasant-datacenter-campus,Microsoft Mount Pleasant Datacenter Campus,United States,US,42.676507349999994,-87.91034345,"{""coordinates"":[[[-87.9139269,42.683417],[-87.9059446,42.6833145],[-87.9057086,42.6695977],[-87.9149783,42.6697634],[-87.9140127,42.6762396],[-87.9093671,42.6762317],[-87.9093886,42.6796786],[-87.9139591,42.6797653],[-87.9139269,42.683417]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_construction_area_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_microsoft_fairwater_phase_2_construction_area_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for a named Microsoft Fairwater Phase 2 construction area, used only to locate the Mount Pleasant datacenter campus. It is not an official campus boundary, the complete campus extent, a parcel, a building footprint, the official second-facility footprint, a construction-progress extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""ab38ac59-f17b-5f63-b060-392d2bebd078""]",1,"[""ccb7fe0e-f94d-58ca-8d36-695a9cd48d56""]","[""curated:microsoft-mount-pleasant-datacenter-campus:second-facility""]","[""under_construction""]",2026-06-23,2026-06-23,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_uncertain_unsuperseded_no_construction_claim""]"
vcc-site-885f8423ea04be0404cf,curated:microsoft-san-bovio-italy-datacenter,Microsoft San Bovio Datacenter,Italy,IT,45.46212956614725,9.310638890241082,"{""coordinates"":[[[9.310337,45.4637209],[9.310511,45.4636182],[9.3124018,45.4625025],[9.3131057,45.4611488],[9.3131343,45.4610938],[9.3119435,45.460586],[9.3118745,45.4605566],[9.3117662,45.4605432],[9.3111096,45.4605166],[9.3091522,45.4615993],[9.3088702,45.4616173],[9.3082001,45.463332],[9.3081635,45.4634076],[9.310337,45.4637209]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""capture_replayed_geometry""]","[""cross_source_identity_bridge_to_live_osm_former_industrial_site_polygon""]","[""community_mapped_former_industrial_site_polygon""]","[""community_mapped""]","[""campus_locator""]","[""The representative point is a deterministic planar centroid derived with pyproj 3.7.2, PROJ 9.5.1, and Shapely 2.1.2 under the method pinned in geometry_entity; its serialized digits are computational reproducibility, not survey accuracy. The polygon is a community-mapped former industrial-site outline last edited in 2022. It may include land outside the 77,237 m² municipal intervention area and must not be represented as an official campus, project, parcel, planning, construction, or building boundary.""]",,"OSM supplies no survey accuracy, cadastral authority, or numeric horizontal uncertainty for this way.","[""13dc86ac-4e90-5c6e-8540-de0c7893690f""]",1,"[""257f3255-46fe-585e-bdf5-9689b34edbdc""]","[""curated:microsoft-san-bovio-italy-datacenter:initial-development""]","[""site_preparation""]",2026-07-01,2026-07-01,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-2fb799e38497b94b3ed1,curated:nscale-kvandal-narvik-ai-data-center-campus,Nscale Kvandal Narvik AI Data Center Campus,Norway,NO,68.575252,17.580056,"{""coordinates"":[[[17.581193,68.574975],[17.579787,68.57358],[17.578374,68.573566],[17.577192,68.573738],[17.576978,68.57388],[17.579794,68.576316],[17.57987,68.576529],[17.580216,68.576961],[17.582123,68.576932],[17.582988,68.576362],[17.581193,68.574975]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""kartverket_official_cadastral_parcel_polygon_as_campus_locator""]","[""official_cadastral_parcel_as_campus_locator""]","[""official_source""]","[""campus_locator""]","[""Exact current Kartverket cadastral polygon for parcel 10/760, used only to locate the Nscale Kvandal campus and inherited by the 25 MW current-build project through the explicit v14 project_targets relationship. The parcel contains both officially mapped data-center buildings and is not the footprint or centroid of Data Center 1, the 25 MW EPC project, Data Center 2, or the complete campus.""]",,The captured WFS publishes accuracy class “Grønt” but no numeric horizontal uncertainty in metres; the bridge does not convert that class into survey accuracy.,"[""7960e467-cbd7-52b6-9fe5-c0b3d905f1dd""]",1,"[""97f12a4b-6526-5c76-94b3-6562420ffe99""]","[""curated:nscale-kvandal-narvik-ai-data-center-campus:initial-25mw-epc-current-build""]","[""under_construction""]",2026-07-06,2026-07-06,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-fbb0a56d0fdb8284922c,curated:ntt-frankfurt-1-campus,NTT Frankfurt 1 Data Center Campus,Germany,DE,50.129269550000004,8.6019867,"{""coordinates"":[[[8.5997613,50.1307489],[8.5997594,50.130723],[8.5997166,50.1307096],[8.5996719,50.1306922],[8.599633,50.1306674],[8.5995797,50.1299523],[8.5995729,50.1293998],[8.5995721,50.1293568],[8.5995992,50.1292079],[8.5996026,50.1291895],[8.5996282,50.1291011],[8.5996343,50.12908],[8.5996575,50.1289316],[8.5996714,50.1288429],[8.5996739,50.1288265],[8.5997489,50.128347],[8.5997804,50.128278],[8.5998464,50.1282272],[8.5999592,50.1281728],[8.6001927,50.1280965],[8.6004301,50.1280387],[8.6006595,50.1279791],[8.6009957,50.1278916],[8.6011657,50.1278453],[8.6016941,50.1277902],[8.6020535,50.1286672],[8.602244,50.1292793],[8.6038184,50.1287996],[8.6041224,50.1291255],[8.6044013,50.1294246],[8.6042178,50.1295338],[8.6041116,50.1295903],[8.6037527,50.1297649],[8.6032817,50.1299372],[8.6032213,50.1300001],[8.6026195,50.1301469],[8.602693,50.1302404],[8.6022957,50.1303532],[8.6013366,50.1305483],[8.6006848,50.1306453],[8.5997613,50.1307489]]],""type"":""Polygon""}",Polygon,"[""facility""]","[""cross_source_geometry""]","[""openstreetmap_named_ntt_global_data_centers_campus_polygon_with_exact_contained_address_objects_as_parent_campus_locator""]","[""reviewed_openstreetmap_named_ntt_global_data_centers_campus_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped named NTT campus polygon used only to locate the parent Frankfurt 1 campus. It is not the 7.3MW expansion point or footprint, a complete current or legal campus extent, an official parcel, cadastral, planning, or survey boundary, a building footprint, or a current construction-progress extent.""]",,"OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry and address objects are not cadastral, planning-authority, or survey geometry.","[""eb188ade-b0ff-5b98-bbd4-83cee821ca4b""]",1,"[""b3b98301-a692-5790-88e7-656d77e8fb69""]","[""curated:ntt-frankfurt-1-campus:7-3mw-expansion""]","[""under_construction""]",2026-07-19,2026-07-19,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-725184148f2278feb335,curated:pure-dc-brent-cross-lon01-campus,Pure DC Brent Cross LON01 Campus,United Kingdom,GB,51.570622900000004,-0.23718785,"{""coordinates"":[[[-0.2359757,51.5704235],[-0.2382127,51.5700987],[-0.2383688,51.57062],[-0.2384,51.5707123],[-0.2375743,51.570832],[-0.2372026,51.5708859],[-0.2371814,51.5708133],[-0.2369091,51.5708458],[-0.2369822,51.571043],[-0.236224,51.5711471],[-0.2361303,51.570925],[-0.2359757,51.5704235]]],""type"":""Polygon""}",Polygon,"[""building""]","[""cross_source_geometry""]","[""openstreetmap_lon01_named_building_polygon_as_parent_campus_locator""]","[""reviewed_openstreetmap_pure_dc_lon01_named_building_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for one known LON01 building, used only to locate the parent Brent Cross campus. It is not identified as either B2 work zone, the B2 composite-build footprint, a complete campus boundary, an official parcel or planning boundary, or a current construction-progress extent.""]",,"OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not cadastral, planning-authority, or survey geometry.","[""ee256a2f-4e9b-5224-a6ce-e4f95c4a11ed""]",1,"[""0cdff49d-f05c-5993-acd1-d1259fd80165""]","[""curated:pure-dc-brent-cross-lon01-campus:b2-composite-build""]","[""under_construction""]",2026-05-28,2026-05-28,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-0ecf05307f91c1e40479,curated:qscale-q01-levis-campus,QScale Q01 Lévis Campus,Canada,CA,46.676157,-71.32506265,"{""coordinates"":[[[-71.3254368,46.6766699],[-71.3258964,46.6763421],[-71.3252239,46.6758982],[-71.3251745,46.6759334],[-71.3250213,46.6758322],[-71.3249314,46.6758963],[-71.3245495,46.6756441],[-71.3242289,46.6758727],[-71.3254368,46.6766699]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_addressed_facility_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_addressed_qscale_facility_building_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for one named QScale data-centre building at Q01's exact first-party address, used only to locate the Q01 campus. It is not the Building B footprint or centroid, the Q01 campus boundary, a parcel, a construction extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""8dff3085-994d-5629-b19b-7f2f88c44967""]",1,"[""a848e771-2e45-55fb-8d43-db0885bb824f""]","[""curated:qscale-q01-levis-campus:building-b""]","[""under_construction""]",2026-06-04,2026-06-04,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-249f52c31025c0aa2ef2,curated:related-openai-oracle-stargate-michigan-saline,The Barn Stargate Data Center Campus,United States,US,42.1239264,-83.88208795,"{""coordinates"":[[[-83.8784026,42.1173137],[-83.8730704,42.1209108],[-83.8731347,42.1245156],[-83.8818358,42.1244519],[-83.8820075,42.1279293],[-83.8854568,42.1278934],[-83.8856017,42.1307062],[-83.8911055,42.1242212],[-83.8908802,42.1171466],[-83.8824366,42.1172341],[-83.880087,42.1174729],[-83.8784026,42.1173137]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_website_tagged_construction_site_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_website_tagged_barn_construction_site_polygon""]","[""community_mapped""]","[""campus_locator""]","[""The frozen global-open-v3 Polygon is a contributor-mapped construction-site locator for the named Barn data-center campus, inherited by the current-build project through the explicit v14 project_targets relationship. It is not an official, cadastral, or survey boundary; a verified complete 250-acre campus extent; a building or project footprint; a construction extent; or a source of lifecycle, capacity, energy, operating-status, or imagery claims.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""2c1a0857-1368-581b-adfa-96bf72cc9c16""]",1,"[""7d936c4e-29f2-592f-984b-61f5d6367fc8""]","[""curated:related-openai-oracle-stargate-michigan-saline:current-build""]","[""under_construction""]",2026-06-01,2026-06-01,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_visible_change_followup_only_no_construction_claim""]"
vcc-site-942a847c35703b15ea18,curated:scala-huechuraba-campus,Scala Huechuraba Campus,Chile,CL,-33.36636,-70.67394,"{""coordinates"":[-70.67394,-33.36636],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""official_environmental_review_representative_point""]","[""official_environmental_review_project_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Official Chilean environmental-review representative point for expediente 2162968448, rounded to five decimals with a conservative 50 metre analyst envelope. It is a project/site locator, not a parcel, campus boundary, building footprint, measured centroid, or survey-accuracy claim.""]",50,,"[""ef77b545-7802-50fa-b150-20b050eddec0""]",1,"[""3170da28-25e1-5859-b606-f86c78ba5c0f""]","[""curated:scala-huechuraba-campus:ssclhb01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-443900b22a794305df17,curated:scala-lampa-campus,Scala Lampa Campus,Chile,CL,-33.29298,-70.73915,"{""coordinates"":[-70.73915,-33.29298],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""official_environmental_review_representative_point""]","[""official_environmental_review_project_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Official Chilean environmental-review representative point for expediente 2152920300, rounded to five decimals with a conservative 50 metre analyst envelope. It is a project/site locator, not a parcel, campus boundary, building footprint, measured centroid, or survey-accuracy claim.""]",50,,"[""6a7d7a4f-0365-5de4-99f4-4325db00db64""]",1,"[""54c278ca-4dff-5f57-b5a6-911f8a615f5e""]","[""curated:scala-lampa-campus:sscllp01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-b12dddd73cb490c6bb64,curated:scala-praia-do-futuro-campus,Scala Praia do Futuro Campus,Brazil,BR,-3.7515085,-38.4580015,"{""coordinates"":[[[-38.458162,-3.753499],[-38.45902,-3.753223],[-38.45784,-3.749518],[-38.456983,-3.749794],[-38.458162,-3.753499]]],""type"":""Polygon""}",Polygon,"[""project""]","[""direct_geometry""]","[""authoritative_surveyed_project_boundary""]","[""surveyed_project_boundary""]","[""official_source""]","[""official_boundary""]","[""Polygon transformed from the four surveyed project-boundary vertices in the official municipal plan; 5 metre stated uncertainty.""]",5,,"[""295b555a-ca97-5752-b525-24ab75f62a71""]",1,"[""b5625b8f-5e00-5fbe-b313-ba7adb980583""]","[""curated:scala-praia-do-futuro-campus:sforpf01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_official_boundary,false,"[""tracked_blind_ambiguous_locally_unsealed_identity_no_construction_claim""]"
vcc-site-94d1b580090a69685f9f,curated:skygard-osl1-hovinbyen-campus,Skygard OSL1 Hovinbyen Campus,Norway,NO,59.9294098,10.818104,"{""coordinates"":[10.818104,59.9294098],""type"":""Point""}",Point,"[""campus""]","[""cross_source_overlay""]","[""official_nve_site_address_to_matrikkelen_epsg4326_address_point""]","[""official_matrikkelen_verified_address_representative_point""]","[""official_source""]","[""campus_locator""]","[""Official address representative point used only to locate the OSL1 campus inherited by Phase 2. It is not the Phase 2 location or footprint, a building centroid, parcel, campus boundary, construction extent, or survey-accuracy claim.""]",,The response marks the address point verified but does not publish numeric horizontal accuracy for this record.,"[""8d4c81f8-cb29-54f6-b5b4-c6e5f1f6b628""]",1,"[""5ae9f639-4de6-5ce4-af8d-a40d6f8a3bec""]","[""curated:skygard-osl1-hovinbyen-campus:phase-2""]","[""under_construction""]",2026-06-16,2026-06-16,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-57a103a9de718a95ae14,curated:stt-jakarta-data-centre-campus,STT Jakarta Data Centre Campus,Indonesia,ID,-6.37400965,107.20106675,"{""coordinates"":[[[107.1999888,-6.3735755],[107.200245,-6.3735557],[107.2002564,-6.3737012],[107.2020973,-6.3735587],[107.2021447,-6.3741633],[107.2020648,-6.3741695],[107.2020686,-6.3742186],[107.2019717,-6.3742261],[107.2019802,-6.3743341],[107.200317,-6.3744636],[107.2003075,-6.3743425],[107.2002293,-6.3743485],[107.2002194,-6.3742225],[107.2000407,-6.3742364],[107.1999888,-6.3735755]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_exactly_named_stt_jakarta_1_facility_polygon_as_shared_campus_locator""]","[""reviewed_openstreetmap_stt_jakarta_1_building_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for STT Jakarta 1, used only as one known-building anchor for the shared campus targeted by STT Jakarta 3. It is not the Jakarta 3 location or footprint, the campus boundary, a parcel, a construction extent, or a survey-accuracy claim."",""Contributor-mapped polygon for STT Jakarta 1, used only as one known-building anchor for the shared campus targeted by STT Jakarta 5. It is not the Jakarta 5 location or footprint, the campus boundary, a parcel, a construction extent, or a survey-accuracy claim."",""Contributor-mapped polygon for STT Jakarta 1, used only as one known-building anchor for the shared campus targeted by STT Jakarta 6. It is not the Jakarta 6 location or footprint, the campus boundary, a parcel, a construction extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not cadastral or survey geometry.,"[""f16b034b-60d8-5826-841a-1acaa849a930""]",3,"[""42e50e84-873d-562d-b6d2-945ccf04b0e8"",""aa93c84a-17d6-5092-bf57-686f7e1ab4a4"",""e4e51c8d-a98e-50a4-ba16-0795f1f3f63a""]","[""curated:stt-jakarta-data-centre-campus:stt-jakarta-5"",""curated:stt-jakarta-data-centre-campus:stt-jakarta-3"",""curated:stt-jakarta-data-centre-campus:stt-jakarta-6""]","[""shell"",""under_construction""]",2026-06-10,2026-06-10,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
